"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924173","235660","MIT -","6924176","Cost Sharing","07/01/2011","06/30/2013","","14,189","3,973","","12,259","30,421","56,849","56,849","0","6924176"
"","","Internal Cost","","Child","","","","","","","","","","","",""
"","","Sharing","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","14,189","3,973","","12,259","30,421","56,849","56,849","0",""
"","","","Primary Volume Total","","","6,847","135,242","40,793","199,755","127,817","510,454","1,626,867","1,401,242","225,625",""
"","","","Primary and Secondary Volume Total","","6,847","135,242","40,793","199,755","127,817","510,454","1,626,867","1,401,242","225,625",""
"","","","","","","Page 3 of 3, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Engineering Systems Division","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Primary Volume","","","","","","","","","","","","","","",""
"Supervisor: de Weck /Olivier L","","","","","","","","","","","","","",""
"P068100","Engineering Systems Division","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6896556","PROJ. ACA","BP America,","6896709","Strategic","09/01/2004","08/31/2009","0","0","0","0","0","0","621,397","621,397","-0","6896709"
"","926-4101,P","Incorporated","","Engineering Of","","","","","","","","","","","",""
"","AY KEY","","","Large Infrastru","","","","","","","","","","","",""
"6896556","PROJ. ACA","BP America,","6923175","Improved","01/01/2011","03/31/2012","0","0","0","0","0","0","158,655","158,655","0","6923175"
"","926-4101,P","Incorporated","","Forecasting Of","","","","","","","","","","","",""
"","AY KEY","","","Operational Qual","","","","","","","","","","","",""
"6924200","AGMT","King","6924200","Center For","07/01/2011","06/30/2017","0","97,940","35,041","19,956","85,633","238,569","588,577","432,242","156,335","6924200"
"","DTD. 7/1/11","Abdulaziz","","Complex","","","","","","","","","","","",""
"","","City for","","Engineering","","","","","","","","","","","",""
"","","Science &","","Systems (","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6924201","Integrated Energy","07/01/2011","06/30/2013","0","13,781","3,825","0","9,860","27,466","464,494","464,494","-0","6924201"
"","DTD. 7/1/11","Abdulaziz","","Decision Support","","","","","","","","","","","",""
"","","City for","","Syste","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6924202","Urban Traffic","07/01/2011","06/30/2013","1,136","0","0","1,482","1,466","4,084","511,136","511,136","0","6924202"
"","DTD. 7/1/11","Abdulaziz","","System (Uts)","","","","","","","","","","","",""
"","","City for","","[Project 2]","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6924203","Sustainable","07/01/2011","06/30/2013","0","0","0","0","0","0","457,985","457,985","0","6924203"
"","DTD. 7/1/11","Abdulaziz","","Infrastructures","","","","","","","","","","","",""
"","","City for","","Planning Sys","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6926934","The Labor Market","09/01/2012","08/31/2014","5,889","131,033","45,329","25,814","116,494","324,560","500,000","445,822","54,178","6926934"
"","DTD. 7/1/11","Abdulaziz","","Decision Support","","","","","","","","","","","",""
"","","City for","","System","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"","","","","","","Page 1 of 5, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Engineering Systems Division","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924200","AGMT","King","6928112","Cces Research","07/01/2013","06/30/2017","0","0","0","3,665","2,053","5,718","68,159","5,718","62,441","6928112"
"","DTD. 7/1/11","Abdulaziz","","Carryover","","","","","","","","","","","",""
"","","City for","","","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6928477","Project 6:","07/01/2013","06/30/2015","43,830","13,770","3,856","113,716","73,489","248,660","318,182","248,660","69,522","6928477"
"","DTD. 7/1/11","Abdulaziz","","Cityscope/Citysch","","","","","","","","","","","",""
"","","City for","","ema [Evolvab","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6928478","Project 7: City","07/01/2013","06/30/2015","28,110","11,611","3,251","43,797","34,072","120,842","318,182","120,842","197,340","6928478"
"","DTD. 7/1/11","Abdulaziz","","Dynamics","","","","","","","","","","","",""
"","","City for","","(Multimodal Mob","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6928479","Project 8:","07/01/2013","06/30/2015","24,020","39,471","14,203","48,541","60,105","186,339","318,182","186,339","131,843","6928479"
"","DTD. 7/1/11","Abdulaziz","","Sustainable","","","","","","","","","","","",""
"","","City for","","Infrastructure Pl","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6928480","Project 9:","07/01/2013","06/30/2015","53,990","57,240","20,892","60,608","83,731","276,460","398,285","276,460","121,825","6928480"
"","DTD. 7/1/11","Abdulaziz","","Sustainable Solar","","","","","","","","","","","",""
"","","City for","","Desalinatio","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6929375","Equipment For","01/01/2014","06/30/2015","","","","29,274","12,846","42,120","500,000","42,120","457,880","6929375"
"","DTD. 7/1/11","Abdulaziz","","Cces New Facility","","","","","","","","","","","",""
"","","City for","","","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"6924200","AGMT","King","6930019","Cces Usa Facility","07/01/2013","12/31/2014","","","","","","0","250,000","0","250,000","6930019"
"","DTD. 7/1/11","Abdulaziz","","Expenditures","","","","","","","","","","","",""
"","","City for","","","","","","","","","","","","","",""
"","","Science &","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","(KACST)","","","","","","","","","","","","","",""
"","","","","","","Page 2 of 5, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Engineering Systems Division","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6926811","2013-432","Advanced","6926811","Innovation","11/07/2012","08/23/2014","","","","","","0","0","0","0","6926811"
"","","Technology","","Economy: Base","","","","","","","","","","","",""
"","","International","","Task Order Agre","","","","","","","","","","","",""
"","","dba SCRA","","","","","","","","","","","","","",""
"6926811","2013-432","Advanced","6926813","Production In An","11/07/2012","10/10/2014","26,785","131,803","46,231","37,126","123,390","365,335","600,000","499,482","100,518","6926813"
"","","Technology","","Innovation","","","","","","","","","","","",""
"","","International","","Economy - Ta","","","","","","","","","","","",""
"","","dba SCRA","","","","","","","","","","","","","",""
"6929084","PILOT","Motorola","6929084","Two-Sided","02/01/2014","01/31/2015","10,656","20,089","7,333","9,532","21,324","68,933","150,000","68,933","81,067","6929084"
"","MULTI-UNI","Mobility LLC","","Market Analysis","","","","","","","","","","","",""
"","VERSITY","","","For Customizat","","","","","","","","","","","",""
"","SRA","","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","194,416","516,738","179,960","393,509","624,462","1,909,087","6,223,233","4,540,286","1,682,947",""
"Supervisor: Finkelstein /Stan Neil","","","","","","","","","","","","",""
"P068100","Engineering Systems Division","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6926725","23600-1161","Harvard","6926725","Linking","09/30/2012","09/29/2013","311","19,189","5,373","1,053","14,371","40,296","116,192","116,192","-0","6926725"
"","98(0513);","School of","","Assessment And","","","","","","","","","","","",""
"","5P01TP0","Public Health","","Measurement To","","","","","","","","","","","",""
"","","","","Ph","","","","","","","","","","","",""
"6928519","RWJF ID","The Robert","6928519","Modeling Supply","09/15/2013","09/14/2015","14,045","8,586","2,404","12,055","4,451","41,541","200,000","41,541","158,459","6928519"
"","71273","Wood","","Chain System","","","","","","","","","","","",""
"","","Johnson","","Structure T","","","","","","","","","","","",""
"","","Foundation","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","14,356","27,775","7,777","13,108","18,821","81,837","316,192","157,733","158,459",""
"Supervisor: Hirsch /Paula","","","","","","","","","","","","","",""
"P430000","The Center For Biomedical Innovation","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
